build_id,applicability_prediction,observed_applicability,action,current_quadrant,proposed_quadrant,current_concurrency,proposed_concurrency,current_iterations,proposed_iterations,current_response_time,proposed_response_time,human_approval_required,online_validation_status,rationale
485004,applies,applies,upgrade,9,9,high,high,medium,medium,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
485004,applies,applies,maintain,7,7,low,low,medium,medium,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
485004,applies,applies,upgrade,9,9,high,high,medium,medium,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
485004,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
485004,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
484911,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
484911,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
484911,applies,applies,maintain,4,4,low,low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
485587,not_applies,applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
485587,not_applies,applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
485587,not_applies,applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
485587,not_applies,applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
490974,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
490974,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
490974,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
490974,applies,applies,upgrade,9,9,high,high,high,high,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
490974,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
490974,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
492149,applies,applies,upgrade,9,9,high,high,medium,medium,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
492149,applies,applies,upgrade,9,9,high,high,high,high,low,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
486551,applies,applies,maintain,7,7,low,low,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
485004,applies,not_applies,maintain,9,9,high,high,medium,medium,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
485004,not_applies,not_applies,review,6,6,high,high,medium,medium,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
485004,not_applies,not_applies,review,7,7,low,low,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
485004,applies,not_applies,maintain,8,8,medium,medium,medium,medium,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
485004,applies,not_applies,maintain,9,9,high,high,medium,medium,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
485004,applies,applies,upgrade,6,9,high,high,medium,medium,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
485004,applies,applies,upgrade,7,7,low,low,medium,medium,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
485004,not_applies,not_applies,review,9,9,high,high,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
485004,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
485004,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
485004,not_applies,not_applies,review,9,9,high,high,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
485004,not_applies,not_applies,review,8,8,medium,medium,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
485004,not_applies,not_applies,review,9,9,high,high,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
485004,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
485004,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
485004,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
485004,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
485004,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
485004,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
486551,applies,applies,maintain,7,7,low,low,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
486551,applies,applies,upgrade,7,7,very_low,very_low,low,low,high,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
486551,applies,applies,upgrade,7,7,low,low,medium,medium,high,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
489970,applies,applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
489970,applies,applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
